직업ID,직업명,과목코드,과목명,학과,개설학기,개설학년
JOB011,JOB011,11009,파이썬데이터분석,데이터과학부,1,2
JOB007,데이터 엔지니어,10955,공공데이터분석,데이터과학부,1,3
JOB008,데이터 분석가,10955,공공데이터분석,데이터과학부,1,3
JOB009,AI 엔지니어,10955,공공데이터분석,데이터과학부,1,3
JOB010,데이터 사이언티스트,10955,공공데이터분석,데이터과학부,1,3
JOB011,JOB011,10955,공공데이터분석,데이터과학부,1,3
JOB007,데이터 엔지니어,1762,데이터베이스,데이터과학부,1,3
JOB008,데이터 분석가,1762,데이터베이스,데이터과학부,1,3
JOB009,AI 엔지니어,1762,데이터베이스,데이터과학부,1,3
JOB010,데이터 사이언티스트,1762,데이터베이스,데이터과학부,1,3
JOB011,JOB011,1762,데이터베이스,데이터과학부,1,3
JOB009,AI 엔지니어,10970,딥러닝응용1,데이터과학부,1,3
JOB010,데이터 사이언티스트,10970,딥러닝응용1,데이터과학부,1,3
JOB003,게임 개발자,10970,딥러닝응용1,데이터과학부,1,3
JOB008,데이터 분석가,11473,회귀분석,데이터과학부,1,3
JOB009,AI 엔지니어,11473,회귀분석,데이터과학부,1,3
JOB010,데이터 사이언티스트,11473,회귀분석,데이터과학부,1,3
JOB007,데이터 엔지니어,8894,알고리즘,데이터과학부,1,4
JOB009,AI 엔지니어,8894,알고리즘,데이터과학부,1,4
JOB010,데이터 사이언티스트,8894,알고리즘,데이터과학부,1,4
JOB011,JOB011,8894,알고리즘,데이터과학부,1,4
JOB007,데이터 엔지니어,10576,캡스톤디자인1,데이터과학부,1,4
JOB008,데이터 분석가,10576,캡스톤디자인1,데이터과학부,1,4
JOB009,AI 엔지니어,10576,캡스톤디자인1,데이터과학부,1,4
JOB010,데이터 사이언티스트,10576,캡스톤디자인1,데이터과학부,1,4
JOB011,JOB011,10576,캡스톤디자인1,데이터과학부,1,4
JOB008,데이터 분석가,1760,데이터구조,데이터과학부,2,2
JOB009,AI 엔지니어,1761,데이터구조,데이터과학부,2,2
JOB010,데이터 사이언티스트,1762,데이터구조,데이터과학부,2,2
JOB008,데이터 분석가,10953,R데이터분석,데이터과학부,2,2
JOB010,데이터 사이언티스트,10954,R데이터분석,데이터과학부,2,2
JOB008,데이터 분석가,10968,데이터시각화,데이터과학부,2,2
JOB010,데이터 사이언티스트,10969,데이터시각화,데이터과학부,2,2
JOB009,AI 엔지니어,11288,딥러닝2,데이터과학부,2,2
JOB003,게임 개발자,10971,딥러닝응용2,데이터과학부,2,3
JOB004,임베디드 개발자,10972,딥러닝응용2,데이터과학부,2,3
JOB009,AI 엔지니어,10973,딥러닝응용2,데이터과학부,2,3
JOB010,데이터 사이언티스트,10974,딥러닝응용2,데이터과학부,2,3
JOB009,AI 엔지니어,10978,머신러닝2,데이터과학부,2,3
JOB010,데이터 사이언티스트,10978,머신러닝2,데이터과학부,2,3
JOB007,데이터 엔지니어,10989,빅데이터분석,데이터과학부,2,3
JOB008,데이터 분석가,10989,빅데이터분석,데이터과학부,2,3
JOB009,AI 엔지니어,10989,빅데이터분석,데이터과학부,2,3
JOB010,데이터 사이언티스트,10989,빅데이터분석,데이터과학부,2,3
JOB001,백엔드 개발자,10990,빅데이터플랫폼,데이터과학부,2,3
JOB006,네트워크 및 시스템 엔지니어,10990,빅데이터플랫폼,데이터과학부,2,3
JOB007,데이터 엔지니어,10990,빅데이터플랫폼,데이터과학부,2,3
JOB009,AI 엔지니어,10990,빅데이터플랫폼,데이터과학부,2,3
JOB011,JOB011,10990,빅데이터플랫폼,데이터과학부,2,3
JOB007,데이터 엔지니어,10577,캡스톤디자인2,데이터과학부,2,4
JOB008,데이터 분석가,10577,캡스톤디자인2,데이터과학부,2,4
JOB009,AI 엔지니어,10577,캡스톤디자인2,데이터과학부,2,4
JOB010,데이터 사이언티스트,10577,캡스톤디자인2,데이터과학부,2,4
JOB008,데이터 분석가,3815,시계열분석,데이터과학부,2,4
JOB009,AI 엔지니어,3815,시계열분석,데이터과학부,2,4
JOB010,데이터 사이언티스트,3815,시계열분석,데이터과학부,2,4
JOB007,데이터 엔지니어,9018,베이지안통계,데이터과학부,2,3
JOB008,데이터 분석가,9018,베이지안통계,데이터과학부,2,3
JOB009,AI 엔지니어,9018,베이지안통계,데이터과학부,2,3
JOB010,데이터 사이언티스트,9018,베이지안통계,데이터과학부,2,3
JOB007,데이터 엔지니어,11406,응용통계,데이터과학부,2,3
JOB008,데이터 분석가,11406,응용통계,데이터과학부,2,3
JOB009,AI 엔지니어,11406,응용통계,데이터과학부,2,3
JOB010,데이터 사이언티스트,11406,응용통계,데이터과학부,2,3
JOB007,데이터 엔지니어,11532,라이프케어빅데이터분석,데이터과학부,2,3
JOB008,데이터 분석가,11532,라이프케어빅데이터분석,데이터과학부,2,3
JOB009,AI 엔지니어,11532,라이프케어빅데이터분석,데이터과학부,2,3
JOB010,데이터 사이언티스트,11532,라이프케어빅데이터분석,데이터과학부,2,3
JOB003,게임 개발자,7590,확률론,데이터과학부,2,2
JOB005,정보보안 전문가,7590,확률론,데이터과학부,2,2
JOB007,데이터 엔지니어,7590,확률론,데이터과학부,2,2
JOB008,데이터 분석가,7590,확률론,데이터과학부,2,2
JOB009,AI 엔지니어,7590,확률론,데이터과학부,2,2
JOB010,데이터 사이언티스트,7590,확률론,데이터과학부,2,2
